2025-10-12 18:50:01,832 - INFO - Usando dispositivo: cuda
/home/exx/users/nicolas/venv/lib/python3.10/site-packages/torch/autograd/graph.py:829: UserWarning: Attempting to run cuBLAS, but there was no current CUDA context! Attempting to set the primary context... (Triggered internally at /pytorch/aten/src/ATen/cuda/CublasHandlePool.cpp:179.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
2025-10-12 18:50:02,905 - INFO - Epoch 0 - Loss: 5.00e-01 - Time: 0.20s
2025-10-12 18:50:06,108 - INFO - Epoch 250 - Loss: 3.70e-01 - Time: 3.20s
2025-10-12 18:50:09,180 - INFO - Epoch 500 - Loss: 3.72e-01 - Time: 3.07s
2025-10-12 18:50:12,252 - INFO - Epoch 750 - Loss: 3.66e-01 - Time: 3.07s
2025-10-12 18:50:15,330 - INFO - Epoch 1000 - Loss: 3.66e-01 - Time: 3.08s
2025-10-12 18:50:18,393 - INFO - Epoch 1250 - Loss: 3.66e-01 - Time: 3.06s
2025-10-12 18:50:21,461 - INFO - Epoch 1500 - Loss: 3.66e-01 - Time: 3.07s
2025-10-12 18:50:24,527 - INFO - Epoch 1750 - Loss: 3.66e-01 - Time: 3.07s
2025-10-12 18:50:27,597 - INFO - Epoch 2000 - Loss: 3.66e-01 - Time: 3.07s
2025-10-12 18:50:30,674 - INFO - Epoch 2250 - Loss: 3.66e-01 - Time: 3.08s
2025-10-12 18:50:33,737 - INFO - Epoch 2500 - Loss: 3.66e-01 - Time: 3.06s
2025-10-12 18:50:36,814 - INFO - Epoch 2750 - Loss: 3.66e-01 - Time: 3.08s
2025-10-12 18:50:39,882 - INFO - Epoch 3000 - Loss: 3.66e-01 - Time: 3.07s
